Group,Mouse ID,Sex,Number of Fecal Pellet**,PFOA,PFOS,PFBA,PFPeA,PFHxA,PFHpA,PFNA,PFDA,PFUdA,PFDoA,PFTrDA,PFTeDA,HFPO-DA,DONA,PFBS,PFPeS,PFHxS,PFHpS,PFNS,PFDS,4_2-FTS,6_2_FTS,8_2-FTS
PFOS 0.166,FS194,Female,1,<MDL,772.6065449,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,1.967409798,6.345886198,<MDL,0.262880425,<MDL,<MDL,<MDL
PFOS 0.166,FS195,Female,1,0.692540075,526.4637657,0.376912129,<MDL,0.080920258,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,1.133453909,4.436991913,<MDL,0.200503181,<MDL,<MDL,<MDL
PFOS 0.166,FS196,Female,1,<MDL,731.6214158,<MDL,<MDL,0.110591142,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,2.05862242,6.201449099,0.399207207,<MDL,<MDL,<MDL,<MDL
PFOS 0.166,FS197,Female,0,,,,,,,,,,,,,,,,,,,,,,,
PFOS 0.166,FS198,Female,0,,,,,,,,,,,,,,,,,,,,,,,
PFOS 0.166,FS199,Female,1,<MDL,650.94537,0.460098279,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,1.798161552,7.496775982,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.166,FS200,Female,0,,,,,,,,,,,,,,,,,,,,,,,
PFOS 0.5,FS201,Female,0,,,,,,,,,,,,,,,,,,,,,,,
PFOS 0.5,FS202,Female,0,,,,,,,,,,,,,,,,,,,,,,,
PFOS 0.5,FS203,Female,1,<MDL,2577.308245,2.627114841,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,1.180327104,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,19.72913732,40.52388332,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.5,FS204,Female,1,<MDL,1743.842807,3.049525498,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,9.991838616,21.91533834,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.5,FS205,Female,1,<MDL,2088.541938,3.761503686,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,8.357531361,21.90065489,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.5,FS206,Female,0,,,,,,,,,,,,,,,,,,,,,,,
PFOS 0.5,FS207,Female,1,<MDL,3197.844862,2.096439795,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,39.44888584,68.44500896,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.5,FS208,Female,1,<MDL,2192.750907,2.475768043,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,7.741722165,26.09920388,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1,FS209,Female,0,,,,,,,,,,,,,,,,,,,,,,,
PFOS 1,FS210,Female,1,<MDL,4970.503863,11.28447605,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,16.51832382,63.11839875,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1,FS211,Female,1,<MDL,3762.729588,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,1.138436699,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,36.67224854,65.95066879,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1,FS212,Female,1,<MDL,2707.806988,4.668703295,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,15.78956635,44.05709262,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1,FS213,Female,0,,,,,,,,,,,,,,,,,,,,,,,
PFOS 1,FS214,Female,1,<MDL,4743.786583,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,51.89036266,89.12540756,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1,FS215,Female,1,<MDL,3439.5517,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,3.36778837,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,14.77310088,46.49871685,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1,FS216,Female,1,<MDL,3595.993757,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,16.49948043,43.92428853,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1.5,FS217,Female,1,<MDL,7705.093046,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,19.20927962,68.58808928,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1.5,FS218,Female,0,,,,,,,,,,,,,,,,,,,,,,,
PFOS 1.5,FS219,Female,1,<MDL,7808.267717,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,22.54021269,75.02315102,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1.5,FS220,Female,1,<MDL,7877.743647,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,5.791699923,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,37.35629403,95.70009704,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1.5,FS221,Female,1,<MDL,6163.842549,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,4.460736849,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,33.15215632,79.04420596,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1.5,FS222,Female,1,<MDL,3361.874377,5.262580806,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,2.6428926,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,19.79011743,53.3192777,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1.5,FS223,Female,1,<MDL,7082.722869,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,18.77469999,69.74007867,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1.5,FS224,Female,1,<MDL,6516.251357,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,70.56202003,<MDL,<MDL,<MDL,<MDL,<MDL
