metadata,chem_id,similarity,name,dsstox_sid,dsstox_cid,casrn,mol_weight,smiles,jaccard_chm_pfas,fp_list,fp_bitstring
,DTXCID401518092,0.272727273,Potassium N-methyl(perfluorohexanesulfonamido)acetate,DTXSID501033059,DTXCID401518092,57765-31-8,509.28,[K+].CN(CC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID70157419,0.272727273,Potassium N-propyl-N-((tridecafluorohexyl)sulphonyl)glycinate,DTXSID40234928,DTXCID70157419,85665-66-3,537.33,[K+].CCCN(CC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID501765537,0.272727273,Potassium perfluorohexanesulfonamide,DTXSID201335727,DTXCID501765537,NOCAS_1335727,437.22,[K+].[NH-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID501478497,0.272727273,Sodium (((4-((8-fluoromethyl-perfluorooctyl)oxy)phenyl)sulfonyl)(methyl)amino)acetate,DTXSID201020681,DTXCID501478497,NOCAS_1020681,699.31,[Na+].CN(CC([O-])=O)S(=O)(=O)C1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CF)C=C1,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:FT_n1_hetero,pfas_chain:FT_n1_X,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:polyF_cap_CH2FCF",1.00E+118
,DTXCID201021984,0.272727273,Sodium 2-((tridecafluorohexylsulphonylamino)methyl)benzenesulphonate,DTXSID20880609,DTXCID201021984,68299-21-8,591.29,[Na+].[H]N(CC1=CC=CC=C1S([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID701518534,0.272727273,Sodium 2-[[3-[[(perfluorohexyl)sulfonyl]amino]propyl]amino]ethanesulfonate,DTXSID001033680,DTXCID701518534,80621-18-7,586.32,[Na+].[O-]S(=O)(=O)CCNCCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID501022317,0.272727273,Sodium 3-(methyl(3-(((tridecafluorohexyl)sulphonyl)amino)propyl)amino)propanesulphonate,DTXSID40880984,DTXCID501022317,80621-17-6,614.37,[Na+].[H]N(CCCN(C)CCCS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID301518970,0.272727273,Sodium 3-[[3-(dimethylamino)-2-hydroxypropyl][(perfluorohexyl)sulfonyl]amino]-2-hydroxy-propanesulfonate,DTXSID201034339,DTXCID301518970,98900-72-2,660.39,[Na+].CN(C)CC(O)CN(CC(O)CS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID2021286,0.272727273,Sodium 3-{[3-(dimethylamino)propyl][(tridecafluorohexyl)sulfonyl]amino}-2-hydroxy-1-propanesulfonate,DTXSID4041286,DTXCID2021286,73772-32-4,644.4,[Na+].CN(C)CCCN(CC(O)CS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID501079732,0.272727273,Sodium 3-{[3-(dimethylamino)propyl][(tridecafluorohexyl)sulfonyl]amino}propanoate,DTXSID70892550,DTXCID501079732,98900-70-0,578.32,[Na+].CN(C)CCCN(CCC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID501518540,0.272727273,"Sodium N-(2-carboxylatoethyl)-3-[(2-carboxyethyl)[(perfluorohexyl)sulfonyl]amino]-N,N-dimethyl-1-propanaminium",DTXSID301033689,DTXCID501518540,81190-42-3,650.38,[Na+].C[N+](C)(CCCN(CCC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC([O-])=O,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID2046129,0.272727273,Sodium N-ethyl-N-((tridecafluorohexyl)sulphonyl)glycinate,DTXSID2071659,DTXCID2046129,68555-70-4,507.2,[Na+].CCN(CC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID201531066,0.272727273,"Triacontane, 1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,20,20,21,21,22,22,23,23,24,24,25,25,26,26,27,27,28,28,29,29,30,30,30-hexatetracontafluoro-13,18-diiodo-",DTXSID401099329,DTXCID201531066,1980054-47-4,1502.177,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.272727273,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C11_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.11E+35
,DTXCID1046134,0.272727273,Tridecafluoro-N-(2-hydroxyethyl)-N-methyl-1-hexanesulfonamide,DTXSID1071664,DTXCID1046134,68555-75-9,457.21,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID50157417,0.272727273,Tridecafluoro-N-(2-hydroxyethyl)-N-propylhexanesulphonamide,DTXSID20234926,DTXCID50157417,85665-64-1,485.26,CCCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID2045783,0.272727273,Tridecafluoro-N-(4-hydroxybutyl)-N-methylhexanesulphonamide,DTXSID5071333,DTXCID2045783,68239-74-7,485.26,CN(CCCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID3045809,0.272727273,Tridecafluoro-N-methylhexanesulphonamide,DTXSID3071359,DTXCID3045809,68259-15-4,413.15,CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID501021888,0.272727273,Trimethyl-3-(perfluorohexyl)sulphonylaminopropylammonium chloride,DTXSID90880454,DTXCID501021888,52166-82-2,534.76,[Cl-].[H]N(CCC[N+](C)(C)C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID101529230,0.272727273,"Triphenylsulfonium 2,2'-oxybis[1,1,2,2-tetrafluoroethanesulfonate] (2:1)",DTXSID601047605,DTXCID101529230,848408-02-6,902.9,C1=CC=C(C=C1)[S+](C1=CC=CC=C1)C1=CC=CC=C1.C1=CC=C(C=C1)[S+](C1=CC=CC=C1)C1=CC=CC=C1.[O-]S(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)S([O-])(=O)=O,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_FCOC,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_nocap_C2_excl",1.00E+118
,DTXCID90651207,0.272727273,[Ethyl(3-{[(tridecafluorohexyl)sulfonyl]amino}propyl)amino]oxidanide,DTXSID20700459,DTXCID90651207,NOCAS_700459,499.27,CCN([O-])CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID601519634,0.272727273,{(2-Carboxyethyl)[(perfluorohexyl)sulfonyl]amino}-3-betaine,DTXSID001035193,DTXCID601519634,NOCAS_1035193,614.38,C[N+](C)(CCCN(CCC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID001519531,0.272727273,{(Carboxymethyl)[(perfluorohexyl)sulfonyl]amino}-3-betaine,DTXSID601035060,DTXCID001519531,NOCAS_1035060,600.35,C[N+](C)(CCCN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID201519470,0.272727273,{[(Perfluorohexyl)sulfonyl]amino}-3-betaine,DTXSID001034983,DTXCID201519470,NOCAS_1034983,542.31,C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,0.272727273,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+118
,DTXCID001764734,0.266666667,(Perfluorodecyl)ethyl (perfluorooctyl)ethyl (perfluorohexyl)ethyl phosphate,DTXSID201335072,DTXCID001764734,1578186-64-7,1436.314,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOP(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.266666667,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_O,pfas_chain:FT_n2_OP,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C10_excl_mod,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod,pfas_chain:perF-linear_cap_C9_plus",1.01E+50
,DTXCID001325687,0.266666667,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoro-N-[3-(trifluoromethyl)phenyl]nonanamide",DTXSID70896194,DTXCID001325687,325989-96-6,607.19,FC(F)(F)C1=CC=CC(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1,0.266666667,"pfas_bond:aromatic_FCc1c,pfas_bond:C(=O)N_carboxamide_(NHR)_C(=O)CF,pfas_bond:C(=O)N_carboxamide_generic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_bond:NC=O_aminocarbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C1_excl,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod,pfas_ring:aromatic_benzene_CF",1.01E+127
,DTXCID801766772,0.266666667,2-(1-Ethenoxy-perfluoropropan-2-yl)oxy-perfluoroethanesulfonic acid,DTXSID001336567,DTXCID801766772,NOCAS_1336567,390.15,OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC=C,0.266666667,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_diether_FCOC(F)C(F)OC,pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_alkenyl_OCF,pfas_bond:COC_ether_FCOC,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C1_excl,pfas_chain:perF-linear_nocap_C1_excl,pfas_chain:perF-linear_nocap_C2_excl",1.00E+118
,DTXCID201528930,0.266666667,"2-[1-[[1-[Difluoro(1,1,2,2,2-pentafluoroethoxy)methyl]-1,2,2,2-tetrafluoroethoxy]difluoromethyl]-1,2,2,2-tetrafluoroethoxy]-1,1,2,2-tetrafluoroethanesulfonic acid",DTXSID501047321,DTXCID201528930,86171-24-6,648.14,OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)F,0.266666667,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_diether_FCOC(F)C(F)OC,pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_FCOC,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C1_excl,pfas_chain:perF-linear_cap_C2_excl,pfas_chain:perF-linear_nocap_C1_excl,pfas_chain:perF-linear_nocap_C2_excl",1.00E+118
,DTXCID701079326,0.266666667,"2‐{[3‐(1,1,2,2-Tetrafluoroethoxy)perfluoropropan‐2‐yl]oxy}perfluoroethane‐1‐sulfonic acid",DTXSID40892264,DTXCID701079326,NOCAS_892264,464.13,OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(F)C(F)F,0.266666667,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_diether_FCOC(F)C(F)OC,pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_FCOC,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C1_excl,pfas_chain:perF-linear_nocap_C1_excl,pfas_chain:perF-linear_nocap_C2_excl,pfas_chain:polyF_cap_CHF2CF",1.00E+118
,DTXCID001766873,0.266666667,5-Chloroperfluoro-3-oxapentanesulfonic acid,DTXSID701336637,DTXCID001766873,NOCAS_1336637,332.55,OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)Cl,0.266666667,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_FCOC,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_bond:X[notF]_CFCX_Cl,pfas_bond:X[notF]_CFCX_generic,pfas_bond:X[notF]_CFX_Cl,pfas_bond:X[notF]_CFX_generic,pfas_chain:perF-linear_nocap_C2_excl",1.00E+118
,DTXCID201766817,0.266666667,5-Iodoperfluoro-3-oxapentanesulfonic acid,DTXSID001336593,DTXCID201766817,NOCAS_1336593,424,OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)I,0.266666667,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_FCOC,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_bond:X[notF]_CFCX_generic,pfas_bond:X[notF]_CFCX_I,pfas_bond:X[notF]_CFX_generic,pfas_bond:X[notF]_CFX_I,pfas_chain:perF-linear_nocap_C2_excl",1.00E+118
,DTXCID101766888,0.266666667,"Perfluoro-2,3-bis[2-sulfoethoxy]propanoic acid",DTXSID701336649,DTXCID101766888,NOCAS_1336649,522.18,OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(O)(=O)=O)C(F)=O,0.266666667,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:C=O_acyl_halide_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_bond:COC_diether_FCOC(F)C(F)OC,pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_FCOC,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_nocap_C1_excl,pfas_chain:perF-linear_nocap_C2_excl",1.01E+118
,DTXCID401332943,0.266666667,"Perfluoro-4-methyl-3,6-dioxaoctane-sulfonic acid",DTXSID101336627,DTXCID401332943,NOCAS_1336627,482.12,OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)F,0.266666667,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_diether_FCOC(F)C(F)OC,pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_FCOC,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C1_excl,pfas_chain:perF-linear_cap_C2_excl,pfas_chain:perF-linear_nocap_C1_excl,pfas_chain:perF-linear_nocap_C2_excl",1.00E+118
,DTXCID001022348,0.25,(2-Carboxylatoethyl)-3-((perfluorodecyl)-2-hydroxypropyl)aminopropyldimethylammonium,DTXSID10881029,DTXCID001022348,93776-13-7,750.392,[H]N(CCC[N+](C)(C)CCC([O-])=O)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C10_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
,DTXCID601022334,0.25,(2-Carboxylatoethyl)dimethyl(((perfluorododecyl)-2-hydroxypropyl)amino)propylammonium,DTXSID80881016,DTXCID601022334,93776-12-6,850.408,[H]N(CCC[N+]([H])(CC)CCC([O-])=O)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
,DTXCID201520867,0.25,(2‐Carboxyethyl)dimethyl[3-(perfluorodecyl)‐2‐hydroxypropyl]azanium,DTXSID701036778,DTXCID201520867,NOCAS_1036778,694.304,C[N+](C)(CCC(O)=O)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C10_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
,DTXCID901520868,0.25,(2‐Carboxyethyl)dimethyl[3-(perfluorododecyl)‐2‐hydroxypropyl]azanium,DTXSID401036779,DTXCID901520868,NOCAS_1036779,794.32,C[N+](C)(CCC(O)=O)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
,DTXCID001520873,0.25,(2‐Carboxyethyl)dimethyl[3-(perfluorohexadecyl)‐2‐hydroxypropyl]azanium,DTXSID501036784,DTXCID001520873,NOCAS_1036784,994.351,C[N+](C)(CCC(O)=O)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
,DTXCID401520875,0.25,(2‐Carboxyethyl)dimethyl[3-(perfluorooctadecyl)‐2‐hydroxypropyl]azanium,DTXSID901036786,DTXCID401520875,NOCAS_1036786,1094.366,C[N+](C)(CCC(O)=O)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
