metadata,chem_id,similarity,name,dsstox_sid,dsstox_cid,casrn,mol_weight,smiles,jaccard_chm_pfas,fp_list,fp_bitstring
,DTXCID001323467,0.090909091,4-[(Perfluorohex-5-en-1-yl)oxy]benzene-1-sulfonic acid,DTXSID40893453,DTXCID001323467,NOCAS_893453,454.21,OS(=O)(=O)C1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)F)C=C1,0.090909091,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_nocap_C4_excl",1.00E+118
,DTXCID60394114,0.090909091,"4-[Tris(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silyl]benzoic acid",DTXSID20443293,DTXCID60394114,189077-31-4,1190.498,OC(=O)C1=CC=C(C=C1)[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_Si,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
,DTXCID201325607,0.090909091,"5-(Tridecafluorohexyl)-2,2'-bithiophene",DTXSID70896114,DTXCID201325607,327630-34-2,484.29,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(S1)C1=CC=CS1,0.090909091,"pfas_bond:aromatic_FCc1c,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_ring:hetero_[5]_Z_1-Z_CF",1.00E+127
,DTXCID701325745,0.090909091,"5-Methyl-6-[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)sulfanyl]hexahydro-4,7-methano-2-benzofuran-1,3-dione",DTXSID90896252,DTXCID701325745,94413-32-8,558.35,CC1C2CC(C1SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1C2C(=O)OC1=O,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_S,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
,DTXCID001520192,0.090909091,5‐({[(2-(Perfluorohexyl)ethyl)sulfanyl]carbonyl}amino)pentanoic acid,DTXSID001035943,DTXCID001520192,NOCAS_1035943,523.31,OC(=O)CCCCNC(=O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_S,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
,DTXCID001520211,0.090909091,5‐[3‐({[2-(Perfluorohexyl)ethylsulfanyl]carbonyl}amino)propanamido]pentanoic acid,DTXSID101035972,DTXCID001520211,NOCAS_1035972,594.39,OC(=O)CCCCNC(=O)CCNC(=O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_S,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
,DTXCID601777818,0.090909091,6-(1-Fluoroethyl)perfluorohexyl 2-methylprop-2-enoate,DTXSID901348909,DTXCID601777818,NOCAS_1348909,432.181,CC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(=O)C(C)=C,0.090909091,"pfas_bond:C(=O)O_carboxylicEster_acyclic_OCCF,pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_ether_FCOC,pfas_chain:perF-linear_nocap_C6_excl",1.10E+119
,DTXCID101777194,0.090909091,6-Methyl(perfluorohexyl) 2-methylprop-2-enoate,DTXSID201348427,DTXCID101777194,1207457-64-4,400.164,CC(=C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(C)(F)F,0.090909091,"pfas_bond:C(=O)O_carboxylicEster_acyclic_OCCF,pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_ether_FCOC,pfas_chain:perF-linear_nocap_C6_excl",1.10E+119
,DTXCID201519151,0.090909091,6:2 Fluorotelomer ketone sulfonate,DTXSID401034628,DTXCID201519151,NOCAS_1034628,456.17,OS(=O)(=O)CC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.090909091,"pfas_bond:CC(=O)C_ketone_generic_CF,pfas_chain:FT_n1_C=O,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+111
,DTXCID701276106,0.090909091,6:2 Fluorotelomer sulfinyl amido sulfonic acid,DTXSID90892592,DTXCID701276106,1513864-10-2,603.41,CC(C)(CS(O)(=O)=O)NC(=O)CCS(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_S,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
,DTXCID201033543,0.090909091,6:2 Fluorotelomer sulfonamido-propyl trimethyl ammonium,DTXSID201358573,DTXCID201033543,NOCAS_1358573,527.36,C[N+](C)(C)CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_S,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
,DTXCID101030384,0.090909091,6:2 Fluorotelomer sulfonate barium salt,DTXSID40891136,DTXCID101030384,1807944-82-6,991.64,[Ba++].[O-]S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[O-]S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_S,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
,DTXCID901021923,0.090909091,6:2 Fluorotelomer sulfonate potassium salt,DTXSID50880511,DTXCID901021923,59587-38-1,466.25,[K+].[O-]S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_S,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
,DTXCID701326129,0.090909091,6:2 Fluorotelomer sulfonate sodium salt,DTXSID50896637,DTXCID701326129,27619-94-9,450.15,[Na+].[O-]S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_S,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
,DTXCID7037711,0.090909091,6:2 Fluorotelomer sulfonic acid,DTXSID6067331,DTXCID7037711,27619-97-2,428.16,OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_S,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
,DTXCID701778695,0.090909091,6:2 Fluorotelomer thia hydroxy propyl trimethyl ammonium,DTXSID90892532,DTXCID701778695,88992-46-5,495.34,C[N+](C)(C)CC([O-])CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_S,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
,DTXCID201079488,0.090909091,6:2 Fluorotelomer thia propanoamido dimethyl ethyl sulfonate,DTXSID90892330,DTXCID201079488,62880-95-9,587.41,CC(C)(CS(O)(=O)=O)NC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_S,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
,DTXCID901079491,0.090909091,6:2 Fluorotelomer thioether amido sulfonate,DTXSID70892333,DTXCID901079491,88992-47-6,586.4,CC(C)(CS([O-])(=O)=O)NC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_S,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
,DTXCID701324173,0.090909091,6:2 Fluorotelomer thioether propanoate,DTXSID10894134,DTXCID701324173,NOCAS_894134,451.22,[O-]C(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_S,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
,DTXCID10522420,0.090909091,6:2 Fluorotelomer thioether propanoic acid,DTXSID40571648,DTXCID10522420,149339-57-1,452.23,OC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_S,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
,DTXCID201324178,0.090909091,6:2 Fluorotelomer thioether propanoyl oxy propanoate,DTXSID10894139,DTXCID201324178,NOCAS_894139,523.29,CC(OC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([O-])=O,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_S,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
,DTXCID401324162,0.090909091,6:2 Fluorotelomer thioether propanoylalanylalanine,DTXSID40894122,DTXCID401324162,NOCAS_894122,594.39,CC(NC(=O)C(C)NC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_S,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
,DTXCID201324180,0.090909091,6:2 fluorotelomer sulfinyl propanamido dimethyl ethyl sulfonate,DTXSID80894141,DTXCID201324180,NOCAS_894141,602.4,CC(C)(CS([O-])(=O)=O)NC(=O)CCS(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_S,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
,DTXCID601784596,0.090909091,6:2-FTEOC,DTXSID801355539,DTXCID601784596,NOCAS_1355539,422.142,OC(=O)COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_O,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.01E+50
,DTXCID701325690,0.090909091,"7,7,8,8,9,9,10,10,11,11,12,12,12-Tridecafluoro-1-(1H-naphtho[2,3-d]imidazol-2-yl)dodecan-6-one",DTXSID50896197,DTXCID701325690,240121-57-7,584.381,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)CCCCCC1=NC2=CC3=CC=CC=C3C=C2N1,0.090909091,"pfas_bond:C=O_carbonyl_generic_CF,pfas_bond:CC(=O)C_ketone_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+114
,DTXCID001324746,0.090909091,"7,8-Dichloro-1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluorooctane",DTXSID50895226,DTXCID001324746,319490-55-6,416.99,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)CCl,0.090909091,"pfas_bond:X[notF]_CFCX_Cl,pfas_bond:X[notF]_CFCX_generic,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.10E+74
,DTXCID801325431,0.090909091,"8-(2-Chloroethanesulfonyl)-1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluorooctane",DTXSID80895936,DTXCID801325431,93393-77-2,474.66,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS(=O)(=O)CCCl,0.090909091,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_S,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+50
